sample.id	inst.country.code	legacy.sample.code	month	year	sample.country.code	sample.postcode	sample.city	sample.site	gps	material	height	depth	m_s	V_w	c_Cl	c_NO3	c_SO4	c_Na	c_K	c_Ca	c_Mg
IRPA-000001	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	E	N/A	0	0.0333	20	5.485	16.185	461.49	3.278	1.9	234.5	0.9896
IRPA-000002	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	P	N/A	0to1	0.4068	100	14.284	28.738	10.825	7.304	5.674	20.72	1.016
IRPA-000003	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	P	N/A	1to3	0.1988	50	45.012	2.23	16.985	5.234	10.57	20.92	2.652
IRPA-000004	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	E	N/A	0	0.6876	100	6.017	18.452	1446.096	6.209	4.489	650.9	7.293
IRPA-000005	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	P	N/A	0to1	1.1209	100	6.451	20.509	641.298	11.11	7.599	304	7.439
IRPA-000006	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	P	N/A	1to3	0.443	50	4.889	11.534	42.767	3.227	2.519	35.63	1.172
IRPA-000007	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	E	N/A	0	0.1937	50	10.375	43.355	1372.637	7.966	7.608	601	2.282
IRPA-000008	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	P	N/A	0to1	0.016	20	0.743	2.13	41.828	0.84	0.6465	20.69	0.1838
IRPA-000009	BE	N/A	9	2004	BE	3500	Hasselt	St-Quintinuskathedraal	N/A	P	N/A	1to3	0.1324	50	3.293	11.591	37.035	1.956	1.924	30.88	0.504
IRPA-000010	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	0.0786	30	7.352	14.21	984.258	3.038	0.72	421.4	2.036
IRPA-000011	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	1.2338	100	2.489	15.168	708.592	3.421	2.849	295.15	4.833
IRPA-000012	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	1.0289	100	0.424	3.993	33.739	1.242	1.382	22.11	0.771
IRPA-000013	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	0.6175	100	0.12	1.223	12.966	0.1271	0.4899	13.29	0.33
IRPA-000014	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	0.475	100	0.485	4.682	279.685	0.3171	0.6643	130.5	1.325
IRPA-000015	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	0.4048	50	0.365	2.282	30.376	1.544	1.49	24.84	0.6471
IRPA-000016	BE	N/A	10	2004	BE	1000	Brussel	Zavelkerk	N/A	N/A	N/A	N/A	0.5122	100	0.11	1.012	10.265	0.1	0.4413	9.52	0.2522
IRPA-000017	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.094	50	14.445	43.26	619.25	280.2	3.913	40.83	2.07
IRPA-000018	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.4288	100	25.479	156.034	288.82	152.4	10.98	44.47	5.422
IRPA-000019	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	1.178	100	29.036	83.021	76.931	70.01	10.98	19.76	3.681
IRPA-000020	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.7244	100	6.732	20.691	37.67	15.52	4.172	15.01	1.094
IRPA-000021	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.7938	100	2.773	9.004	13.735	8.25	3.593	8.618	0.5303
IRPA-000022	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.9219	100	0.777	3.571	7.547	4.92	3.451	7.181	0.3162
IRPA-000023	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.0629	50	10.121	12.041	632.72	282.65	12.16	30.17	1.86
IRPA-000024	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.3479	100	4.098	63.29	196.54	76.45	10.11	24.46	6.073
IRPA-000025	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.952	100	6.457	48.425	91.513	36.42	11.86	22.75	3.871
IRPA-000026	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.827	100	2.785	18.474	63.436	15.26	8.327	23.93	1.737
IRPA-000027	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.8124	100	1.515	13.826	41.408	12.42	7.411	15.38	1.383
IRPA-000028	BE	N/A	12	2004	BE	1000	Brussel	St-Joost-ten-Node	N/A	N/A	N/A	N/A	0.8795	100	0.802	10.536	26.745	15.12	6.077	12.05	1.031
IRPA-000029	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	E	200	0	0.1022	100	0.12	0.19	487.5	87.4	160	10	33.2
IRPA-000030	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	E	200	0	0.008	100	0.2	0.2	34.5	15.5	2	6.9	0.3
IRPA-000031	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	E	N/A	0	0.1067	100	0.6	0.3	65.3	2.2	0.4	20.3	7.9
IRPA-000032	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	200	0to1	0.2132	100	0.3	1.3	102.6	10.4	37.6	14.5	8.3
IRPA-000033	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	200	1to3	0.3233	100	0.5	1.2	11.5	1.2	1.5	12.2	0.4
IRPA-000034	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	200	3to5	0.3451	100	0.2	0.4	9.9	1.2	2.7	10.8	0.7
IRPA-000035	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	200	0to1	0.4763	100	0.2	0.3	44.1	0.5	0.7	26	0.4
IRPA-000036	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	200	1to3	0.3855	100	0.2	0.2	3.6	0.4	0	10.2	0.3
IRPA-000037	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	200	3to5	0.4763	100	0.1	0.1	1.4	0.3	0.7	9.6	0.3
IRPA-000038	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	160	0to1	0.5953	100	0.9	11.6	96.1	10.7	18.8	46.5	0.8
IRPA-000039	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	160	1to3	0.5258	100	0.5	3.7	12.1	2.8	3.2	11.6	0.5
IRPA-000040	BE	N/A	9	2005	BE	1000	Brussel	Pavilioen Horta	N/A	S	160	3to5	0.8276	100	0.4	2.3	4.8	1.4	1.2	10.1	0.3
IRPA-000041	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	P	10	0to3	0.9731	100	75.422	160.26	1549.911	55.95	40.693	683.093	2.802
IRPA-000042	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	10	3to5	0.6279	100	17.62	36.092	760.644	12.181	9.489	328.934	1.173
IRPA-000043	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	10	5to7	0.5161	100	14.744	27.011	410.657	11.154	8.118	182.626	0.887
IRPA-000044	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	P	20	0to3	0.891	100	68.097	149.693	1500.48	42.462	30.141	680.287	1.439
IRPA-000045	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	20	3to5	0.5288	100	37.871	92.945	555.965	24.47	21.009	258.678	1.621
IRPA-000046	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	20	5to7	0.5379	100	40.971	95.872	238.182	26.832	22.994	123.19	1.792
IRPA-000047	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	P	30	0to3	1.1163	100	77.867	198.634	1512.33	54.802	41.095	709.67	0.413
IRPA-000048	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	30	3to5	0.5903	100	52.045	141.565	577.3	31.445	29.043	285.111	1.736
IRPA-000049	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	30	5to7	0.7149	100	67.106	172.957	390.986	42.217	41.022	212.535	2.104
IRPA-000050	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	P	10	0to3	1.0032	100	108.2	201.33	1531.717	58.138	37.728	729.84	3.487
IRPA-000051	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	10	3to5	0.3055	50	82.362	175.769	717.021	42.223	43.445	342.083	4.401
IRPA-000052	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	10	5to7	0.4675	50	127.73	267.131	563.789	63.619	63.506	308.345	6.968
IRPA-000053	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	P	20	0to2	0.8278	100	76.93	144.649	1503.269	41.15	25.423	698.05	0.724
IRPA-000054	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	20	2to5	0.8754	100	18.11	34.519	406.869	10.424	7.777	188.599	0.325
IRPA-000055	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	20	5to7	0.78	100	14.567	42.728	110.26	9.826	10.317	66.699	0.533
IRPA-000056	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	P	30	0to3	0.8243	100	59.301	147.257	1505.344	30.232	24.247	700.378	0.225
IRPA-000057	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	30	3to5	0.3445	50	60.642	154.16	1477.914	29.182	27.745	686.274	0.205
IRPA-000058	BE	N/A	9	2005	BE	N/A	Kapellen 	Hoogboomsestraat 61	N/A	B	30	5to7	0.6204	100	72.879	181.39	652.336	34.077	36.577	339.621	0.96
IRPA-000059	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	EPo	110	0to1	0.8206	100	50.589	121.594	21.776	17.99	42.55	30.98	5.066
IRPA-000060	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	B	110	0to1	0.9463	100	36.931	122.313	15.778	13	63.06	21.71	1.404
IRPA-000061	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	B	110	1to3	0.9864	100	37.086	76.589	4.929	17.88	38.24	13.34	1.166
IRPA-000062	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	B	110	3to5	0.5883	100	19.099	40.898	0.698	9.262	19.4	6.413	0.614
IRPA-000063	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	XPo	125	0to1	0.8906	100	173.546	1265.79	21.917	82.79	161.6	324.5	26.26
IRPA-000064	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	B	125	0to1	1.0559	100	1.687	6.929	1.001	0.65	1.307	5.577	0.303
IRPA-000065	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	B	125	1to3	0.7458	100	0.598	1.011	67.258	0.452	2.324	32.67	0.096
IRPA-000066	BE	N/A	3	2005	BE	N/A	Kortessem	Kasteel Printhagen	N/A	B	125	3to5	0.9596	100	0.525	1.526	0.961	0.12	0.254	5.222	0.095
IRPA-000067	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	P	500	0to2	0.8157	100	1.419	5.649	198.202	1.213	0.98	100.4	0.71
IRPA-000068	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	500	0to1	0.786	100	0.363	1.202	15.993	0.6001	0.5926	9.17	0.2529
IRPA-000069	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	500	1to3	0.8044	100	10.023	3.004	23.21	1.982	2.25	12.684	0.0017
IRPA-000070	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	500	3to5	0.8486	100	0.261	0.035	3.317	0.1937	0.3291	5.452	0.0499
IRPA-000071	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	P	500	2to5	1.3541	100	0.631	1.731	24.718	1.11	0.62	15.76	0.0827
IRPA-000072	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	M	500	5to7	1.1519	100	0.548	0.745	3.891	0.3784	0.8822	6.592	0.2264
IRPA-000073	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	P	213	0to2	1.1922	100	23.364	115.737	111.431	10.43	5.678	96.84	0.2977
IRPA-000074	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	213	0to1	0.3459	50	3.936	18.639	13.998	1.846	1.922	15.02	0.0859
IRPA-000075	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	213	1to3	0.6484	100	0.633	3.113	5.723	0.4174	0.0228	8.078	0.0799
IRPA-000076	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	213	3to5	0.6951	100	2.937	3.769	6.717	0.4024	0.1145	7.29	0.0816
IRPA-000077	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	P	530	0to1	0.797	100	25.221	56.34	127.545	8.974	2.367	80.46	2.037
IRPA-000078	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	530	0to1	0.5266	100	13.3	14.3	18.4	3.287	1.698	26.87	0.5459
IRPA-000079	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	530	1to3	0.6509	100	5.998	11.951	10.942	1.621	0.6875	12.01	0.6677
IRPA-000080	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	530	3to5	1.0589	100	6.847	12.996	8.965	1.78	0.7075	12.04	0.7953
IRPA-000081	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	P	310	0to2	1.2693	100	33.285	84.658	155.963	10.23	4.298	105.2	2.129
IRPA-000082	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	310	0to1	0.4624	50	3.654	6.929	205.69	0.7824	1.098	94.2	0.3619
IRPA-000083	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	310	1to3	0.6356	100	1.431	2.482	5.968	0.0134	0.5589	7.698	0.166
IRPA-000084	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	310	3to5	0.6272	100	3.996	8.996	15.241	0.7805	0.8033	13.59	0.3291
IRPA-000085	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	P	220	0to2	1.2469	100	35.992	124.895	126.254	13.06	4.15	105.1	0.7927
IRPA-000086	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	220	0to1	0.4841	100	3.556	9.987	9.996	0.9705	1.189	10.81	0.1326
IRPA-000087	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	220	1to3	0.6037	100	1.059	1.987	3.669	0.0568	0.4402	5.984	0.1149
IRPA-000088	BE	N/A	5	2005	BE	N/A	Wortel 	St-Jan-Baptistkerk	N/A	B	220	3to5	0.6723	100	2.563	7.732	8.513	0.6198	0.9278	10.02	0.2135
IRPA-000089	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	0to1	0.0782	50	1.075	156.853	555.421	0.659	144.337	3.973	127.65
IRPA-000090	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	0to2	0.3712	50	5.036	3.218	75.585	5.831	12.801	25.323	3.337
IRPA-000091	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	2to5	0.1506	50	2.575	3.84	38.96	0.789	5.656	14.645	0.814
IRPA-000092	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	4to7	0.176	50	0.331	1.218	22.43	0.966	1.98	10.035	0.854
IRPA-000093	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	0to1	0.2247	50	2.014	11.908	582.698	1.727	3.63	249.34	5.898
IRPA-000094	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	P	N/A	0to2	0.9422	100	1.765	12.983	124.197	1.732	4.958	61.734	4.272
IRPA-000095	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	M	N/A	0to4	1.1122	100	1.071	7.844	79.585	1.559	8.076	36.958	1.585
IRPA-000096	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	N/A	0.7837	100	3.937	2.103	1916.214	429.301	186.931	376.821	0
IRPA-000097	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	N/A	0.8096	100	1.958	1.406	518.044	101.482	99.553	84.527	0.057
IRPA-000098	BE	N/A	6	2006	BE	N/A	Antwerpen	St-Joriskerk	N/A	N/A	N/A	N/A	1.0143	100	3.698	2.598	63.883	30.525	18.556	10.656	0.205
IRPA-000099	BE	N/A	11	2006	BE	N/A	Berlaar	Kasteel Rameyenhof	N/A	N/A	N/A	N/A	0.8414	100	0.625	1.181	21.426	1.509	0.64	12.555	0.23
IRPA-000100	BE	N/A	11	2006	BE	N/A	Berlaar	Kasteel Rameyenhof	N/A	N/A	N/A	N/A	0.7685	100	0.159	0.107	36.58	0.941	0.877	17.633	0.502
IRPA-000101	BE	N/A	11	2006	BE	N/A	Berlaar	Kasteel Rameyenhof	N/A	N/A	N/A	N/A	1.055	100	1.574	12.405	20.08	3.565	3.248	12.547	0.875
IRPA-000102	BE	N/A	11	2006	BE	N/A	Berlaar	Kasteel Rameyenhof	N/A	N/A	N/A	N/A	0.6176	100	0.637	0.897	5.032	1.55	2.232	3.02	0.457
IRPA-000103	BE	N/A	9	2006	BE	N/A	Brugge	St-Gilles	N/A	N/A	N/A	N/A	0.0104	50	0.773	0	99.447	37.87	2.66	8.864	0.15
IRPA-000104	BE	N/A	9	2006	BE	N/A	Brugge	St-Gilles	N/A	N/A	N/A	N/A	0.6161	100	2.698	12.376	1452.279	14.01	10.63	590	1.338
IRPA-000105	BE	N/A	9	2006	BE	N/A	Brugge	St-Gilles	N/A	N/A	N/A	N/A	0.4132	100	0.616	1.096	86.262	2.692	1.487	39.12	0.1601
IRPA-000106	BE	N/A	9	2006	BE	N/A	Brugge	St-Gilles	N/A	N/A	N/A	N/A	0.851	100	0.551	1.76	364.462	4.143	2.155	149.9	0.3262
IRPA-000107	BE	N/A	9	2006	BE	N/A	Brugge	St-Gilles	N/A	N/A	N/A	N/A	0.9806	100	0.291	0	138.378	1.773	1.29	57.74	0.1836
IRPA-000108	BE	N/A	12	2006	BE	N/A	Brussel	Chapelle de la Trinité	N/A	P	N/A	0to1	0.4364	100	2.221	7.841	12.016	3.609	0.948	9.975	0.97
IRPA-000109	BE	N/A	12	2006	BE	N/A	Brussel	Chapelle de la Trinité	N/A	N/A	N/A	1to3	0.4877	100	1.322	4.784	7.123	2.318	0.418	10.323	0.479
IRPA-000110	BE	N/A	12	2006	BE	N/A	Brussel	Chapelle de la Trinité	N/A	N/A	N/A	3to5	0.5544	100	0.342	1.081	3.059	0.917	0.18	10.759	0.252
IRPA-000111	BE	N/A	12	2006	BE	N/A	Brussel	Chapelle de la Trinité	N/A	P	N/A	0to1	0.3503	100	1.542	5.495	18.276	2.342	0.662	10.624	0.805
IRPA-000112	BE	N/A	12	2006	BE	N/A	Brussel	Chapelle de la Trinité	N/A	N/A	N/A	1to3	0.444	100	1.826	6.728	305.632	2.243	0.679	126.666	1.392
IRPA-000113	BE	N/A	12	2006	BE	N/A	Brussel	Chapelle de la Trinité	N/A	N/A	N/A	3to5	0.513	100	0.497	1.66	375.158	0.707	0.199	157.697	0.446
IRPA-000114	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0142	100	0.719	0.219	1.43	0.799	0.769	22.278	0.586
IRPA-000115	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.036	100	0.079	0.019	0.186	0.521	0.007	14.017	0.448
IRPA-000116	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.1319	100	0.649	0.119	0.435	0.787	0.889	14.928	0.7
IRPA-000117	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.114	100	9.847	44.305	5.573	6.952	9.404	10.505	2.878
IRPA-000118	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0113	100	3.425	18.394	7.611	2.416	2.883	9.0298	1.532
IRPA-000119	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0398	100	0.36	0.054	0.246	0.768	1.093	14.821	0.342
IRPA-000120	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0899	100	0.372	0.384	1.435	0.558	0.551	13.153	0.153
IRPA-000121	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0605	100	0.423	0.133	0.261	0.661	0.747	10.462	0.722
IRPA-000122	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0607	100	0.398	0.647	1.339	0.475	0.365	10.962	0.794
IRPA-000123	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.0024	100	6.869	33.469	5.732	3.501	6.852	12.264	3.204
IRPA-000124	BE	N/A	3	2006	BE	N/A	Leuven	Parkabdij	N/A	N/A	N/A	N/A	1.2434	100	0.734	2.435	1.152	0.588	0.439	13.426	0.238
IRPA-000125	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	E	N/A	0	0.0236	20	0.367	0.371	365.307	162.178	0.531	12.365	0.307
IRPA-000126	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	P	N/A	0to2	0.8352	100	2.365	5.605	134.737	46.874	5.025	20.765	1.603
IRPA-000127	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	P	N/A	1to3	0.4431	60	1.994	5.698	111.255	38.175	2.398	21.19	1.034
IRPA-000128	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	0to1	0.6895	80	2.987	4.28	57.698	20.698	4.28	10.174	0.55
IRPA-000129	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	1to3	0.5402	80	1.695	5.588	15.669	10.002	2.767	6.547	0.413
IRPA-000130	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	3to5	0.5204	80	2.734	5.987	22.987	9.1	2.97	7.982	0.429
IRPA-000131	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	E	N/A	0	0.0491	20	0.559	1.948	982.794	5.272	1.308	370.887	21.57
IRPA-000132	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	P	N/A	0to2	0.8534	100	2.371	7.302	36.598	7.307	2.298	17.612	4.819
IRPA-000133	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	0to1	0.4599	60	1.621	1.796	22.147	3.049	0.726	12.198	1.211
IRPA-000134	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	1to3	0.3456	60	0.306	0.741	17.022	1.557	0.182	9.021	0.726
IRPA-000135	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	3to5	0.3754	60	1.171	1.256	6.54	0.87	0.465	6.002	0.381
IRPA-000136	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	E	N/A	0	0.0474	20	0.479	0.532	600.32	1.355	2.365	111.047	92.35
IRPA-000137	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	P	N/A	0to2	0.9569	100	1.192	2.123	487.302	2.234	1.2	208.818	2.74
IRPA-000138	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	0to1	0.566	80	0.354	0.522	167.35	1.37	0.936	69.065	0.529
IRPA-000139	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	1to3	0.4537	60	0.224	0.237	60.658	1.264	0.767	31.077	0.535
IRPA-000140	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	3to5	0.3703	60	0.275	0.1	59.962	1.097	0.513	27.985	1.097
IRPA-000141	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	E	N/A	0	0.1344	30	4.63	5.797	1288.432	9.16	0.706	530.294	5.049
IRPA-000142	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	P	N/A	0to1.5	0.8502	100	2.641	6.183	53.256	5.022	0.565	25.96	1.788
IRPA-000143	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	M	N/A	0to2	0.4223	60	1.716	4.102	25.41	4.029	0.943	13.694	0.699
IRPA-000144	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	M	N/A	2to5	0.975	100	2.153	4.944	24.658	5.498	1.555	17.025	0.795
IRPA-000145	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	E	N/A	0	0.0165	20	0.735	1.86	152.422	1.793	0.546	63.264	0.355
IRPA-000146	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	P	N/A	0to1	0.791	100	4.1	13.082	122.254	8.671	1.21	50.265	3.042
IRPA-000147	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	0to1	0.4335	60	3.505	9.275	87.254	8.25	1.397	40.256	1.479
IRPA-000148	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	1to3	0.8469	100	4.783	9.997	80.254	10.021	2.79	36.847	1.078
IRPA-000149	BE	N/A	11	2006	BE	N/A	Slijpe	St-Niklaaskerk	N/A	B	N/A	3to5	0.4178	60	3.54	6.555	39.969	9.705	2.578	20.035	0.753
